Dialogue,Label,,,
"terima kasih yang

berhormat raub. dipersilakan yang berhormat putatan. 1.47 tgh.",None,,,
"terima kasih datuk yang di-pertua.

bismillahi rahmani rahim, assalamualaikum warahmatullahi wabarakatuh. pertamanya, saya ingin menyatakan sokongan saya kepada solidariti rakyat malaysia terhadap palestin yang secara berterusan ditindas oleh rejim zionis israel. semoga ada penyelesaian keamanan kepada suasana konflik yang sedang dihadapi sekarang dan selama ini.

datuk yang di-pertua, seterusnya saya ingin mengucapkan terima kasih kepada

yang amat berhormat menteri kewangan kerana telah membentang bajet 2024 pada 13

oktober yang lepas. dalam konteks negeri sabah, yang amat berhormat menteri kewangan telah menaikkan peruntukan pembangunan negeri sabah kepada rm6.6 bilion berbanding

rm6.5 bilion pada tahun 2023.

sesungguhnya tambahan peruntukan ini adalah gambaran tentang keperluan pembangunan di sabah yang masih banyak diberi perhatian. saya percaya peruntukan ini dapat digandakan lagi pada tahun-tahun hadapan sesuai dengan semangat perjanjian

malaysia 1963 dan juga pertumbuhan ekonomi negara yang cuba dipacu oleh kerajaan

perpaduan yang ada sekarang.

datuk yang di-pertua, di kesempatan menyertai perbahasan dasar bajet 2024 kali ini, saya ingin menyentuh beberapa perkara untuk diberi perhatian dalam pelaksanaan bajet 2024 kelak. perkara pertama adalah berkaitan dengan pelaksanaan baki fasa 1b projek

lebuhraya pan borneo sabah. rakyat sabah memang tertunggu-tunggu dan berharap ianya dapat dilaksanakan dengan pelantikan semua kontraktor pelaksana dapat dilengkapkan menjelang akhir tahun ini dan pada awal suku pertama tahun hadapan. saya berasa lega mendengar bahawa sejumlah rm15.7 bilion telah diperuntukkan bagi projek yang sudah lama dinantikan ini. ■1350

lebuhraya pan borneo ini begitu penting bagi sabah kerana ianya merupakan game changer bagi negeri sabah bila ianya siap kelak. besarlah juga harapan kami agar pemilihan kontraktor-kontraktor kerja nanti adalah berdasarkan kepada kriteria kelayakan yang telah diteliti sepenuhnya. selain daripada projek lebuhraya pan borneo adalah juga diharapkan peruntukan untuk kerja-kerja penyelenggaraan jalan-jalan persekutuan dan cerun-cerun dapat ditingkatkan bagi memberi keadaan jalan dan cerun yang lebih selamat dan selesa disediakan di sabah. [dato sri alexander nanta linggi berjalan masuk ke dalam dewan]

boleh ya, yang berhormat menteri? sudah 60 tahun sabah menjadi rakan kongsi pembentukan malaysia dan sudah banyak jalan raya di sabah yang telah melebihi jangka hayat reka bentuk dan memerlukan untuk dinaiktaraf.

beralih kepada isu air pula, saya memohon agar kementerian kemajuan desa dan

wilayah dapat melaksanakan banyak cadangan projek bekalan air luar bandar yang telah lama tertangguh. dengan pelaksanaan ini, ianya sudah tentu dapat membantu mengurangkan masalah bekalan air luar bandar di negeri sabah kelak.

yang amat berhormat menteri kewangan juga ada menyebut tentang peruntukan bagi menyelesaikan masalah bekalan air bagi negeri sabah dalam ucapan belanjawan 2024 baru-baru ini. semoga peruntukan itu dapat diperincikan dan diselaras bersama jabatan air

negeri sabah. semoga juga ia dapat dilaksanakan dalam tahun hadapan.

tuan yang di-pertua, saya juga ingin menyentuh sedikit berkenaan dengan isu peruntukan penyelenggaraan bagi sekolah-sekolah rendah dan menegah serta klinik-klinik kesihatan di sabah. memandangkan saiz negeri sabah yang besar, adalah dipinta agar jumlah peruntukan untuk penyelenggaraan bangunan-bangunan sekolah dan klinik-klinik kesihatan diberi lebih tinggi berdasarkan keadaan yang memerlukan.

di kesempatan ini juga saya ingin memohon perhatian menteri pendidikan malaysia untuk membantu mempercepatkan urusan pembinaan semula smk pulau gaya dan sk

pulau gaya yang rosak teruk akibat bencana angin kencang pada november 2022 lalu.

kedua-dua buah sekolah tersebut adalah terletak dalam parlimen putatan dan sekarang kita sudah menghampiri november 2023, hampir setahun tidak ada perkembangan tentang pembaikan sekolah menengah dan sekolah rendah pulau gaya yang telah rosak tersebut.

masih lagi berkenaan dengan isu pendidikan di putatan. saya juga ingin mencadangkan kepada kementerian pendidikan malaysia untuk mula mempertimbangkan pembinaan sekolah menengah kebangsaan lok kawi. dengan adanya sekolah menengah

lok kawi kelak, ianya akan dapat membantu mengatasi masalah kesesakan pelajar di sekitar

putatan. untuk makluman, pada masa sekarang terdapat tiga buah sekolah menengah di

daerah putatan. dua daripada tiga sekolah menengah tersebut mempunyai jumlah pelajar mencecah 2,000 orang dan setiap sekolah terpaksa mengadakan dua sesi persekolahan.

saya juga ingin mengambil kesempatan ini untuk meminta kementerian pendidikan

malaysia mempertimbangkan bagi menaik taraf pusat tingkatan 6 smk putatan kepada

kolej pra universiti kpm kampus putatan. dengan itu maka keperluan masa hadapan yang kian bertambah akan dapat dipenuhi.

tuan yang di-pertua, saya ingin beralih kepada isu perumahan pula. di dalam

parlimen putatan, ada terdapat dua buah program perumahan rakyat (ppr) iaitu ppr

keramat dan ppr serigai. kewujudan dua buah ppr ini banyak membantu dalam isu perumahan bagi golongan b40. namun demikian, keadaan kemudahan awam penduduk adalah dalam keadaan yang kurang memuaskan terutamanya khidmat mesin pengangkat ataupun lif.

mengikut tinjauan saya, banyak lif yang rosak dan tidak berfungsi. terdapat juga kebocoran paip serta lantai yang mendedahkan bahaya kepada penghuni. adalah dipohon agar kementerian perumahan kerajaan tempatan atau kpkt untuk menyediakan peruntukan penyelenggaraan secukupnya bagi tujuan penyelenggaraan fasiliti awam bukan sahaja di dua buah ppr dalam parlimen putatan, tetapi juga di ppr yang lain.

tuan yang di-pertua, parlimen putatan adalah terletak bersebelahan dengan bandar raya kota kinabalu. keperluan perumahan juga saban tahun semakin meningkat, melihat kepada peningkatan kos pembelian rumah yang semakin meningkat naik dan keberadaan tanah yang semakin terhad.

saya agak risau tentang cabaran kemiskinan bandar terutama tentang isu pemilikan rumah atau adanya tempat tinggal. dengan keadaan sekarang dapat dilihat di rumah-rumah yang kecil dan usang didiami oleh ahli-ahli keluarga yang ramai. kadang-kadang ada terdapat dalam sebuah rumah yang usang tiga generasi tinggal di dalam sebuah rumah usang tersebut.

sekiranya usaha menyediakan tempat tinggal untuk mereka tidak diusahakan dari sekarang, kita mungkin berhadapan dengan isu-isu setinggan haram dan berisiko kepada situasi ketidakmampuan memiliki rumah yang kekal bagi golongan yang berpendapatan rendah. maka dengan itu, saya menggesa kpkt untuk melihat perkara ini khususnya di kawasan seperti putatan atau mana-mana kawasan yang terletak di pinggir bandar. gesaan ini adalah berdasarkan senario semasa, yang mana di parlimen putatan ada dua buah ppr yang sudah penuh diisi. saya selaku wakil rakyat sentiasa menerima permohonan baharu daripada rakyat yang sentiasa memerlukan rumah-rumah ppr.

tuan yang di-pertua, daerah putatan telah pun diwujudkan lebih daripada sepuluh tahun yang lalu. populasinya adalah seramai lebih dari 85,000 orang. dengan jumlah populasi yang sedemikian, ada keperluan untuk sebuah bangunan balai polis baharu diwujudkan. buat masa ini memang ada terdapat sebuah balai polis di daerah putatan yang merupakan sebuah rumah yang disewa sejak tahun 2009 untuk memberi perkhidmatan kepolisan kepada masyarakat yang lebih lengkap, maka dicadangkan sementara menanti sebuah ipd diwujudkan agar sebuah bangunan balai polis yang standard dibina di putatan.

tapak cadangan juga sudah dikenal pasti. mohon kementerian dalam negeri mengambil perhatian terhadap cadangan ini.

selain daripada balai polis putatan, saya juga meminta kementerian dalam negeri melihat isu berhubung balai polis pulau gaya yang sekarang terletak atau dibina di atas tanah smk pulau gaya. mungkin disebabkan oleh adanya balai polis pulau gaya pada masa sekarang yang melewatkan sedikit progress terhadap pembinaan smk pulau gaya. jadi kita pohon kepada kdn untuk melihat perkara ini bersama juga dengan kerajaan negeri dan juga

kementerian pendidikan malaysia.

di samping itu saya juga menyampaikan hasrat daripada anggota balai polis pulau

gaya meminta kdn melihat untuk menyediakan bot untuk balai polis pulau gaya.

tuan yang di-pertua, saya beralih kepada perkara seterusnya yang ingin saya menyampaikan permohonan daripada persatuan jurutera perunding malaysia cawangan

sabah, acem sabah berkaitan kajian semula segala yuran khidmat perunding atau board of

engineers malaysia scale of fees. kali terakhir ianya dikaji semula adalah pada tahun 2003.

sekarang kita hampir memasuki tahun 2024. sudah 20 tahun the scale of fees tidak dikaji semula. selari dengan perubahan masa dan keadaan ekonomi adalah dicadangkan agar kerajaan mengkaji semula skala yuran tersebut bagi memberi keadaan yang lebih baik kepada jurutera-jurutera perunding.

tuan yang di-pertua, setiap tahun peruntukan pembangunan bagi negeri sabah ada disediakan dalam bajet tahunan. namun demikian, lazimnya setiap tahun bajet pembangunan yang diperuntukkan itu tidak habis digunakan. bagi tahun 2023, setakat 30

september baharu 39.4 peratus atau sekitar rm2.6 bilion daripada rm6.5 bilion yang telah dibelanjakan.

oleh yang demikian, peruntukan yang tidak habis digunakan itu dipohon agar dimasukkan ke dalam tabung amanah negeri yang telah pun diluluskan oleh dewan undang

negeri sabah baru-baru ini. dengan demikian maka pengumuman bajet pembangunan tahunan akan dapat diterima sepenuhnya untuk projek-projek yang telah dirancang pada tahun tersebut. maka dengan itu, pengumuman peruntukan persekutuan bagi tahun-tahun berikutnya juga akan berupa bajet bagi projek-projek yang baharu. ■1400

cabaran dalam pelaksanaan projek-projek pembangunan yang telah dikenal pasti adalah dipengaruhi oleh beberapa perkara seperti berikut. (i) masalah kewangan oleh pihak kontraktor; (ii) isu tanah ataupun tapak projek; (iii) keupayaan agensi pelaksana; (iv) pengalihan utiliti, bencana alam ataupun kejadian luar jangka; dan (v) kelemahan perancangan projek.

jadi jika dilihat setiap tahun kerajaan mengumumkan satu bajet yang substantial tetapi pada hakikatnya di penghujung tahun, bajet tersebut tidak habis digunakan. jadi, saya mencadangkan agar unit pengurusan projek dan pengurusan risiko ataupun risk management diberi peranan yang utama di dalam kementerian kerajaan bagi memastikan bahawa setiap projek-projek pembangunan yang dicadangkan atau dirancangkan dapat dilaksanakan dengan keadaan yang lebih efisien dan efektif.

dato’ yang di-pertua, sekianlah perbahasan saya untuk kali ini. putatan mohon menyokong.",None,,,
"terima kasih yang

berhormat putatan. satu perbahasan yang baik bagi saya bertumpu dalam kawasan, alhamdulillah. bagi yang kemelut-kemelut politik luar, biarlah yang senior-senior sahaja.

seterusnya kita mempersilakan yang berhormat kapar. 2.01 ptg.",None,,,
"auzdubillahisami’il ‘alim, minassayaitanirrajim, bismillahi rahmani rahim, assalamualaikum warahmatullahi wabarakatuh dan selamat sejahtera. terima kasih kepada dato’ speaker yang memberi peluang kepada kapar membahas rang undang-undang perbekalan persekutuan 2024.

tuan yang di-pertua, sebelum saya masuk kepada belanjawan ini, ini solidariti

palestin. dato’ yang di-pertua, saya ingin berkongsi pengalaman saya melihat sendiri 2006 ketika lubnan atau lebanon diserang oleh israel. saya bersama dengan ngo yayasan

amal malaysia dalam satu misi kemanusiaan pergi bersama-sama dengan ngo naik ambulans ke sana, ke beberapa tempat termasuk yang di-pertua, hospital di lubnan selatan.

saya tengok yang di-pertua di mana lubang-lubang peluru ini di keliling hospital itu.

ini hospital dan saya masuk dalam hospital itu, wayar-wayar ini memang berjurai, dangling dan saya masuk lagi ke dalam itu tempat operation theater dan sebagainya. nurses’ notes, di tempat yang lain itu nota-nota jururawat semuanya bersepah di lantai. saya tanya kenapa ini. ini adalah pelajar-pelajar jururawat. jadi yang di-pertua, saya melihat kesendiri bagaimana jahat kejahatan yang dilakukan oleh zionis israel ini.

kapar mulakan perbahasan dengan merakamkan takziah kepada saudara kita di

palestin. itu saya sebut itu lubnan, ini palestin. palestin yang menjadi bangsa apartheid yang sudah berlarutan hingga 70 tahun. rejim zionis israel telah jelas membuktikan kejahatan, kezaliman, kekejaman yang tidak berperikemanusiaan dengan serangan sengaja ke hospital

al-ahli arab di gaza baru-baru ini yang telah membunuhkan orang awam termasuk jururawat dan doktor.

ini jenayah perang. malaysia perlu menggesa pemimpin zionis ini diheret ke mahkamah jenayah [tidak jelas]. saya melihat sendiri natijah kekejaman mereka dan saya tidak akan boleh lupakan sampai bila-bila. kerajaan wajib menghantar mesej tegas kepada pengganas terrorist zionis dan pbb, negara oic dan semua insan yang celik dan prihatin perlu mengecam sekeras-kerasnya apartheid dan serangan ganas serta pencerobohan

zionis.

tuan yang di-pertua, sebab saya banyak nak cover ini, saya rujuk standing order 37(1)(b) tidak mahu dicelah ya yang di-pertua.

mengimpikan belanjawan yang diberkati, dato’ yang di-pertua, menteri kewangan telah membentangkan anggaran perbelanjaan berjumlah rm395.8 bilion di mana rm303.8 bilion adalah untuk perbelanjaan mengurus dan rm90 bilion adalah untuk perbelanjaan pembangunan termasuk rm2 bilion untuk simpanan luar jangka. maknanya hanya rm90 bilion sahaja yang boleh digunakan untuk pembangunan sebenarnya bertujuan untuk mengurus tadbir negara yang mempunyai 34 juta warga malaysia agar mampu hidup sihat, bahagia, sejahtera dan sebagainya. pantun.

nabi yusuf orangnya tampan,

hingga wanita tergila-gila,

tugas kita bahas belanjawan,

mengangkat suara rakyat ditimpa sengsara.

tadi saya rasa kita sudah dengar semuanya apa yang disebut oleh bera yang menjiwai apa masalah kos sara hidup yang mencanak naik, subsidi kurang, natijah domino effect, kenaikan sst cukai dua peratus. kasihan mak cik, pak cik, semua kaum, semua bangsa seluruh negara sama ada di pantai barat mahupun di borneo. termasuk juga orang- orang muda, ibu bapa yang muda yang macam main tarik tali. tarik sini tidak cukup, tarik sana tidak cukup. bagaimana hendak menyara keluarga? cukup makan, cukup pakai, sihat, gembira dan sebagainya.

jadi saya merujukkan kepada kerajaan surah al-‘asr. kita ini hendak nasihat- menasihati agar sentiasa berada di atas kebenaran dan...",None,,,
"kapar, kapar boleh bagi laluan sedikit kapar?",Question,,,
"tidak, tidak. saya sudah sebut kepada speaker tadi 37(1)(b).",None,,,
tidak bagi? saya minta.,Question,,,
maka kerajaan harus sabar mendengar check and balance semua pihak terutama daripada pembangkang.,None,,,
"yang berhormat,

kapar sudah tidak membenarkan. duduk.",None,,,
"dia tidak benar speaker. jadi, saya kena duduklah.",None,,,
"belanjawan 2024 diberi tema reformasi ekonomi

memperkasa rakyat. walaupun angka yang diutarakan dikatakan besar, yang penting bukan yang besar tetapi mencukupi bagi menjaga maslahat dan mencegah mafsadat agar mendapat keampunan dan keredaan allah swt. ingatlah, bagi pembuat dasar [membaca sepotong ayat al-quran] bagi mereka, sekiranya akhirat itu menjadi tumpuan kerangka, insya-allah mereka tidak akan tersasar.

point saya, idealnya belanjawan yang dinanti-nantikan oleh rakyat malaysia adalah needs-based belanjawan atau belanjawan yang berdasarkan keperluan. kita mahu belanjawan yang memenuhi keperluan semua golongan rakyat. rakyat miskin, rakyat kaya di kota mahupun di desa, selatan mahupun utara, pantai barat mahupun pantai timur

semenanjung termasuk juga sabah dan sarawak, kawan mahupun lawan termasuk golongan perbezaan fahaman politik barulah boleh dikatakan kerajaan madani.

bukankah di antara slogan masyhur yang sering dilaungkan, one left behind dengan izin khususnya, “the united nations development system support to malaysia’s strong commitment to achieve the 2030 agenda for sdg, sustainable development goals and its aspiration to become a high-income, inclusive, environmentally sustainable and advanced democratic nation especially the united nations system approach, support to strengthen and effective whole of nation approach to achieve the sdgs. so, strategy priority area one, people living no one behind. jadi, saya hendak minta kepada semua ada di sebelah sana, jangan lupa orang sebelah sini walaupun macam-macam tadi kita dengar memang kita tidak nafikan benda baik kita alu-alukan.

tuan yang di-pertua, memaksimumkan hasil mengorak langkah ke arah negara yang self-sufficient atau berdikari. soalan saya, sudahkah kerajaan melaksanakan eksploitasi optimum segala sumber kekayaan sedia ada sama ada di laut mahupun di darat, di permukaan dan dalam perut bumi digunakan sebaik mungkin bagi manfaat manusia, semua makhluk hingga melahirkan tamadun unggul negara tercinta.

saya mengucapkan tahniah kepada dosm yang telah pun menghasilkan buku ini, buku statistik ini. ini tahun 2023, jadi saya minta mereka buatkan setiap tahun untuk bantu kita sebagai wakil rakyat ini. saya merujukkan speaker di mana kapar menurutkan dosm ini ada 316,000 penduduk. mungkin sekarang, itu 2022, sekarang mungkin lebih. saya merujuk jadual 11, akses kepada kemudahan asas, kepada isi rumah parlimen kapar,

selangor 2019. ■1410

kemudahan asas, kemudahan kutipan sampah ikut peratus. tempat kediaman 65.2 peratus di kapar, sementa hanya 55.4 peratus, selat klang 57.8 peratus. kawasan ataupun kutipan sampah di tempat pengumpulan yang jaraknya melebihi 100 meter dari tempat kediaman. kapar 34.6 peratus. kapar ni yang berhormat speaker ialah lembah klang yang di mana klang dikatakan jadi majlis bandaraya klang. okey, meru 17.3 peratus, sementa ",None,,,
yang berhormat dah jumpa pantun?,Question,,,
"ingatkan akhirat, insya-allah. last sekali, speaker.

laporan ketua audit negara. saya nak tanya...",None,,,
yang berhormat.,None,,,
...rac.,None,,,
yang berhormat,None,,,
"keretapi tanah melayu, rm24.45 juta ini.",None,,,
yang berhormat.,None,,,
speaker.,None,,,
tidak dikutip.,None,,,
yang berhormat.,None,,,
"speaker, panjang sangat ini,

speaker.",None,,,
yang berhormat.,None,,,
"macam kerajaan pula belah sana.

macam kami ini pembangkang.",None,,,
"bila balik daripada mesir, yang berhormat hulu

langat?",Question,,,
"yang berhormat, itu yang selalu saya nasihatkan, strategiklah dalam perbahasan. kalau tidak, huru-hara. baik, ingin mengusik sikitlah tadikan, apa yang berhormat kapar cakap tentang fine rm10,000 itu, maybe consideration by the government-lah. rm10,000 sekarang dia petik jer, maybe

rm100,000 punya fine.

baik, berikutannya saya mempersilakan yang berhormat balik pulau. 2.21 ptg.",None,,,
